Plugin,Menu,Section,Type,English,Japanese
"BeastMasterHelper","","","","X:16.8, Y:14.5",""
"BeastMasterHelper","","","","X:17.4, Y:23.7",""
"BeastMasterHelper","","","","X:18.5, Y:17.5",""
"BeastMasterHelper","","","","X:18.5, Y:28.3",""
"BeastMasterHelper","","","","X:19, Y:19",""
"BeastMasterHelper","","","","X:20.3, Y:19.6",""
"BeastMasterHelper","","","","X:20.3, Y:28.6",""
"BeastMasterHelper","","","","X:20.5, Y:18.5",""
"BeastMasterHelper","","","","X:21, Y:23",""
"BeastMasterHelper","","","","X:21, Y:26",""
"BeastMasterHelper","","","","X:21.4, Y:16.3",""
"BeastMasterHelper","","","","X:22, Y:22",""
"BeastMasterHelper","","","","X:22, Y:30",""
"BeastMasterHelper","","","","X:23, Y:26",""
"BeastMasterHelper","","","","X:23.1, Y:17",""
"BeastMasterHelper","","","","X:23.8, Y:25.6",""
"BeastMasterHelper","","","","X:24, Y:12.3",""
"BeastMasterHelper","","","","X:24.1, Y:23.6",""
"BeastMasterHelper","","","","X:24.6, Y:23",""
"BeastMasterHelper","","","","X:25, Y:39",""
"BeastMasterHelper","","","","X:25.2, Y:24.5",""
"BeastMasterHelper","","","","X:26.3, Y:12.9",""
"BeastMasterHelper","","","","X:26.5, Y:15.9",""
"BeastMasterHelper","","","","X:26.5, Y:18.9",""
"BeastMasterHelper","","","","X:27, Y:25",""
"BeastMasterHelper","","","","X:28.5, Y:24.3",""
"BeastMasterHelper","","","","X:28.7, Y:19.3",""
"BeastMasterHelper","","","","X:28.8, Y:36.7",""
"BeastMasterHelper","","","","X:30.6, Y:24",""
"BeastMasterHelper","","","","X:30.9, Y:18.2",""
"BeastMasterHelper","","","","X:31.2, Y:20.3",""
"BeastMasterHelper","","","","You get exactly one per summon and it leaves with the familiar, so an unspent one is simply lost. Both options also grant Lingering Vantage, which is what takes Parting Blow from 1,000 to 1,500 potency.",""
"BeastMasterHelper","","","","Zone / Duty",""
"BeastMasterHelper","","","","[Complete]",""
"BeastMasterHelper","","","","しゃくり上げ /
雄叫び",""
"BeastMasterHelper","","","","つぶて打ち /
痺れ爪",""
"BeastMasterHelper","","","","どんぐり爆弾 /
アーボリアルストーム",""
"BeastMasterHelper","","","","ひっかき /
連続ひっかき",""
"BeastMasterHelper","","","","アクション###Actions",""
"BeastMasterHelper","","","","ウィングカッター /
戦慄の叫声",""
"BeastMasterHelper","","","","カースドスフィア /
毒液",""
"BeastMasterHelper","","","","ガーロンド・アタッカーリングRE",""
"BeastMasterHelper","","","","クリスタルタワー：古代の民の迷宮",""
"BeastMasterHelper","","","","サワーサフ /
酸花蜜",""
"BeastMasterHelper","","","","サンドブレス /
大流砂",""
"BeastMasterHelper","","","","スタンディングチャイン /
怪音波",""
"BeastMasterHelper","","","","ドリッピングファング /
石化にらみ",""
"BeastMasterHelper","","","","ハイドラ討伐戦",""
"BeastMasterHelper","","","","バブルシャワー /
百烈拳",""
"BeastMasterHelper","","","","バーニングサイクロン /
炎の鱗",""
"BeastMasterHelper","","","","ビーストサンダラ /
甲羅強化",""
"BeastMasterHelper","","","","ビーストサンダー /
硬質化",""
"BeastMasterHelper","","","","フレイムブレス /
氷結の咆哮",""
"BeastMasterHelper","","","","ブラキッシュレイン /
不思議な光",""
"BeastMasterHelper","","","","ヘッドバッド /
絶叫",""
"BeastMasterHelper","","","","ロンプ /
熱狂撃",""
"BeastMasterHelper","","","","不壊の坩堝",""
"BeastMasterHelper","","","","中央ザナラーン",""
"BeastMasterHelper","","","","中央ラノシア",""
"BeastMasterHelper","","","","串刺し /
テールスクリュー",""
"BeastMasterHelper","","","","串刺し /
臭い息",""
"BeastMasterHelper","","","","低地ラノシア",""
"BeastMasterHelper","","","","体当たり /
ララバイ",""
"BeastMasterHelper","","","","南ザナラーン",""
"BeastMasterHelper","","","","吸血 /
超音波",""
"BeastMasterHelper","","","","呪風 /
呪言",""
"BeastMasterHelper","","","","外地ラノシア",""
"BeastMasterHelper","","","","大迷宮バハムート：侵攻編1",""
"BeastMasterHelper","","","","封鎖坑道 カッパーベル銅山",""
"BeastMasterHelper","","","","怪鳥巨塔 シリウス大灯台",""
"BeastMasterHelper","","","","東ラノシア",""
"BeastMasterHelper","","","","氷結潜窟 スノークローク大氷壁",""
"BeastMasterHelper","","","","流砂迷宮 カッターズクライ",""
"BeastMasterHelper","","","","消化 /
シロップ",""
"BeastMasterHelper","","","","狂乱 /
ブレスウィング",""
"BeastMasterHelper","","","","耳飾り",""
"BeastMasterHelper","","","","腐敗遺跡 古アムダプール市街",""
"BeastMasterHelper","","","","腕輪",""
"BeastMasterHelper","","","","西ザナラーン",""
"BeastMasterHelper","","","","西ラノシア",""
"BeastMasterHelper","","","","設定",""
"BeastMasterHelper","","","","逆襲要害 サスタシャ浸食洞 (Hard)",""
"BeastMasterHelper","","","","道具",""
"BeastMasterHelper","","","","針幾本 /
ハッスルダンス",""
"BeastMasterHelper","","","","開始手順###Opener",""
"BeastMasterHelper","","","","首飾り",""
"BeastMasterHelper","","","","魔獣使いの証",""
"BeastMasterHelper","","","","魔獣領域 ハラタリ修練所",""
"BeastMasterHelper","","","","黒衣森：中央森林",""
"BeastMasterHelper","","","","黒衣森：北部森林",""
